Mods count: 297
 
                                           jar name                                             |    notes     |                mod id                |                                   mod name                                   |       mod version        |                                                                                                                                                                                                                                  mixin configs                                                                                                                                                                                                                                  |              modrinth hash               | curseforge hash
jumbofurnace-5.0.0.9.jar                                                                        |              | jumbofurnace                         | Jumbo Furnace                                                                | 5.0.0.9                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 8c3b0f5ff02b2e4d96eedfe224d19c686d0fc190 | 1115219270     
just-hammers-neoforge-21.1.4.jar                                                                |              | justhammers                          | Just Hammers                                                                 | 21.1.4                   | justhammers.mixins.json, justhammers-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                         | 9db9f80eeb27ab968b989f4b9b0f4ab88af6ec01 | 1631705935     
kotlinforforge-5.12.0-all.jar                                                                   |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | a2032c921e93a0ccb0db5d742167e3139c2de01b | 1773047602     
    /META-INF/jarjar/thedarkcolour.kfflib-5.12.0.jar                                            |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlin-stdlib-jdk7-2.4.0.jar                                               |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlin-stdlib-2.4.0.jar                                                    |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/thedarkcolour.kfflang-5.12.0.jar                                           |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlinx-serialization-core-jvm-1.11.0.jar                                  |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlinx-coroutines-core-jvm-1.11.0.jar                                     |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlinx-coroutines-jdk8-1.11.0.jar                                         |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlinx-serialization-json-jvm-1.11.0.jar                                  |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlin-reflect-2.4.0.jar                                                   |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/kotlin-stdlib-jdk8-2.4.0.jar                                               |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/thedarkcolour.kffmod-5.12.0.jar                                            |              | kotlinforforge                       | Kotlin For Forge                                                             | 5.12.0                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/animated-gif-lib-for-java-animated-gif-lib-1.7.jar                         |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/tiny-java-server-1.0.0-build.33.jar                                        |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
l2complements-3.1.3.jar                                                                         |              | l2complements                        | L2Complements                                                                | 3.1.3                    | l2complements.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 059bd65bc00a1a05c4b778f5bb2a6b4b45b02544 | 3251280213     
    /META-INF/jarjar/Registrate-MC1.21-1.3.0+67.jar                                             |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/l2modularblocks-3.0.0+4.jar                                                |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/l2serial-3.1.1.jar                                                         |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
L_Ender's Cataclysm 1.21.1-3.32.jar                                                             |              | cataclysm                            | L_Ender's Cataclysm 1.21.1                                                   | 3.32                     | cataclysm.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | f16c6bf69232ebdf85cc861450a8dd5def310e5b | 2216477852     
lionfishapi-3.1.jar                                                                             |              | lionfishapi                          | lionfishapi                                                                  | 3.1                      | lionfishapi.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 353ca00ed118eb67cf11085abbbd699884722326 | 2606572542     
lodestone-1.21.1-1.8.2.jar                                                                      |              | lodestone                            | Lodestone                                                                    | 1.8.2                    | lodestone.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | d1f7c638fac5192e01b1873f27e694a3c262ad11 | 2407022906     
lootr-neoforge-1.21.1-1.11.37.122.jar                                                           |              | lootr                                | Lootr                                                                        | 1.21.1-1.11.37.122       | lootr-neoforge.mixins.json, lootr-neoforge-digsite_workshop.mixins.json, lootr-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                               | a5dae941acc991df3f0de56bd8367f719824f131 | 3702269079     
MagnumTorch-v21.1.1-1.21.1-NeoForge.jar                                                         |              | magnumtorch                          | Magnum Torch                                                                 | 21.1.1                   | magnumtorch.common.mixins.json, magnumtorch.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                | e507e0c5c0008d541da9f1f64842446c4ecb9d1f | 1870681286     
mca-neoforge-7.7.21+1.21.1.jar                                                                  |              | mca                                  | Minecraft Comes Alive                                                        | 7.7.21+1.21.1            | mca.mixins.json, mca.journeymap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                     | 599b94738ffef2a47565d9fbd95a5737d3f136b5 | 4212020692     
mcd_d_nether-neoforge-1.21.1-1.3.3.jar                                                          |              | mcd_d_nether                         | Dungeons Dimensions: Nether                                                  | 1.3.3                    | mcd_d_nether.mixins.json, mcd_d_nether.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                     | 1b11f31154aa9ab09b8083cade621fec57dfea7d | 2812128518     
midnightlib-neoforge-1.9.3+1.21.1.jar                                                           |              | midnightlib                          | MidnightLib                                                                  | 1.9.3                    | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         | e0c9a1ffc6a53435029a23d9c110c44620595469 | 3840229785     
minersdelight-1.21.1-1.4.5.jar                                                                  |              | minersdelight                        | Miners Delight                                                               | 1.4.5                    | minersdelight.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 9361a43c3b2cfeda977d34a28e25a6e089465dcc | 312700672      
MobLassos-v21.1.1-1.21.1-NeoForge.jar                                                           |              | moblassos                            | Mob Lassos                                                                   | 21.1.1                   | moblassos.common.mixins.json, moblassos.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                    | 564fabd8875c25eaa7b91c79bfa647ca7757d6f9 | 2333547070     
modernfix-neoforge-5.27.15+mc1.21.1.jar                                                         |              | modernfix                            | ModernFix                                                                    | 5.27.15+mc1.21.1         | modernfix-modernfix.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 | d73f31081c2dc3e2e55c8f6f969466cb4639b132 | 1988799683     
moonlight-neoforge-1.21.1-3.1.1.jar                                                             |              | moonlight                            | Moonlight Lib                                                                | 1.21.1-3.1.1             | moonlight.mixins.json, moonlight-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                             | 05242edd767cd4b5a11c52f43dccd8013c8dbb68 | 2603665788     
more_armor_trims-neoforge-1.5.3-1.21.1.jar                                                      |              | more_armor_trims                     | More Armor Trims                                                             | 1.5.3-1.21.1             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | caee04506da774f0cedc961b4eac4960cdd7df64 | 3273546397     
moreculling-neoforge-1.21.1-1.0.8.jar                                                           |              | moreculling                          | More Culling                                                                 | 1.0.8                    | moreculling.mixins.json, moreculling.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                       | fdbfaa5d6d93a11d44020301199dac68de231649 | 3217070920     
moredragoneggs-5.0.jar                                                                          |              | moredragoneggs                       | More Dragon Eggs                                                             | 5.0                      | moredragoneggs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                      | c9b26ad977aaa6c2d1bd1ad681edd77cf466537d | 2451896851     
MouseTweaks-neoforge-mc1.21-2.26.1.jar                                                          |              | mousetweaks                          | Mouse Tweaks                                                                 | 2.26.1                   | mousetweaks-fabric.mixins.json, mousetweaks.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                         | 6dae57f4f50f7808d2ed9a18f6cd1c0d4640c6bc | 845432825      
multiplayerbosses-neoforge-1.21.1-1.0.0.jar                                                     |              | multiplayerbosses                    | MultiplayerBosses                                                            | 1.0.0                    | multiplayerbosses.mixins.json, multiplayerbosses.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                           | d82ac8662a7ff1c88cc5e2e2198011af2517fc43 | 909973907      
MyNethersDelight-1.21.1-1.10.2.jar                                                              |              | mynethersdelight                     | My Nether's Delight                                                          | 1.10.2                   | mynethersdelight.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | d2fb0de59b66a017a1a25f23acdbe6e241b08541 | 109262868      
mythsandlegends-0.0.8.6.jar                                                                     |              | mythsandlegends                      | Myths & Legends                                                              | 0.0.8.6                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | cc8376f1a4b9ee38d7035b37003b20e0768f608b | 2251220846     
NaturesCompass-1.21.1-3.4.0-neoforge.jar                                                        |              | naturescompass                       | Nature's Compass                                                             | 1.21.1-3.4.0-neoforge    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | e19721873bebc4dbc1674bb101af39d0ea406b95 | 1427430770     
nenus_pop_plushies-2.7.0-neoforge-1.21.1.jar                                                    | MCreator mod | nenus_pop_plushies                   | Nenu's POP Plushies                                                          | 2.7.0                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | c0d347b16118ec3a454afc55023af5e5dbf1cdb3 | 2151766605     
neoorigins-2.2.18+1.21.1.jar                                                                    |              | neoorigins                           | NeoOrigins                                                                   | 2.2.18                   | neoorigins-compat.mixins.json, neoorigins.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                           | 4cacdc8605a9afc6e9ca6c28348d915771518835 | 914278928      
nether-s-exoticism-1.21.1-1.2.9.jar                                                             | MCreator mod | nethers_exoticism                    | Nether's Exoticism                                                           | 1.2.9                    | mixins.nethers_exoticism.json                                                                                                                                                                                                                                                                                                                                                                                                                                                   | ae3ac7da395b11799bc61ddad1ea10e4e55504a4 | 693410046      
netherite_horse_armor-neoforge-1.21.1-2.0a.jar                                                  |              | netherite_horse_armor                | Netherite Horse Armor                                                        | 1.21.1-2.0a              | netherite_horse_armor.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                               | 0bd2749b22887192fb096ff5e83f96f0180893a8 | 1884283400     
nomansland-1.5.12.jar                                                                           |              | nomansland                           | No Man's Land                                                                | 1.5.12                   | nomansland.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          | f054aa8e15170b3cf3d2021feaa438aa04975ec7 | 2798726958     
Nullscape_1.21.x_v1.2.14.jar                                                                    |              | nullscape                            | Nullscape                                                                    | 1.2.14                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | ae8e1cbd5de6cf6f450bb44cd69cd284dad690dd | 3833846824     
Patchouli-1.21.1-93-NEOFORGE.jar                                                                |              | patchouli                            | Patchouli                                                                    | 1.21.1-93-NEOFORGE       | patchouli_xplat.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 5413bb9b8fc35ebe46b06b48bf9afafbd8471140 | 203243708      
piggyback-neoforge-1.21.1-1.1.1.jar                                                             |              | piggyback                            | Piggyback                                                                    | 1.1.1                    | piggyback.mixins.json, piggyback.compat.mixins.json, piggyback.neoforge.mixins.json, piggyback.client.mixins.json                                                                                                                                                                                                                                                                                                                                                               | fac0a2ee129f6ba88538fdc19d2cd10ff12d9328 | 317620753      
polymorph-neoforge-1.1.0+1.21.1.jar                                                             |              | polymorph                            | Polymorph                                                                    | 1.1.0+1.21.1             | polymorph.mixins.json, polymorph-compatibility.mixins.json, polymorph-compatibility.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                        | 84f8c539fa326dc723ae62b7a6916d6b01982d07 | 2982501720     
primal-1.1.6+1.21.jar                                                                           |              | primal                               | Primal                                                                       | 1.1.6                    | primal.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 609c9217dfeebb42fe4e070d63aa6d0e1d818c5b | 3141742550     
PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar                                                         |              | puzzleslib                           | Puzzles Lib                                                                  | 21.1.52                  | puzzleslib.common.mixins.json, puzzleslib.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                  | 66182c3affb9f99624d1d770ca168d2a63af83f6 | 2149074619     
qliphoth_awakening_dimensions-neoforge1.21.1-1.1.1-mc1.21.1-neoforge.jar                        |              | qliphoth_awakening_dimensions        | Qliphoth Awakening Dimensions                                                | 1.1.1                    | qliphoth_awakening_dimensions.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       | c3c27197708158366c11ba49a720e1f9b243a070 | 3395508317     
raidsenhanced-1.0.2-1.21.1.jar                                                                  |              | raidsenhanced                        | Raids: Enhanced                                                              | 1.0.2                    | raidsenhanced.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       | c22960dc0786ddda5771f0a99fcdc1e2955c6f5d | 3428932014     
RamadanDelight-1.21.1-1.7.jar                                                                   |              | ramadandelight                       | Ramadan Delight                                                              | 1.7                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 07a3e7389e1c64d854761d9c10769255c778ae3f | 4288312100     
    /META-INF/jarjar/modder_name_lib-1.21.1-neoforge-2025.12.23.jar                             |              | modder_name_lib                      | ModderNameLib                                                                | 2025.12.23               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
refurbished_furniture-neoforge-1.21.1-1.0.22.jar                                                |              | refurbished_furniture                | MrCrayfish's Furniture Mod: Refurbished                                      | 1.0.22                   | refurbished_furniture.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        | 6c209e6b755ff26218efd55aedf2dea49183d29b | 2252929595     
resourcefulconfig-neoforge-1.21-3.0.11.jar                                                      |              | resourcefulconfig                    | Resourcefulconfig                                                            | 3.0.11                   | resourcefulconfig.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 6bf2b6ea9c071c00a2abcdc552667fb6f7d21031 | 2675167766     
resourcefullib-neoforge-1.21-3.0.12.jar                                                         |              | resourcefullib                       | Resourceful Lib                                                              | 3.0.12                   | resourcefullib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 24389c8e48ff0e8594e4686b750c494c66a5f8df | 539815838      
